EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
5.02763e+00 5.53846e+00 6.49714e-02 1.57775e-01 4.83847e-02 2.34180e+00
5.04522e+00 5.53846e+00 6.94929e-02 1.73520e-01 5.96935e-02 2.20841e+00
5.06281e+00 5.53846e+00 7.47920e-02 1.92265e-01 7.30371e-02 2.06128e+00
5.08040e+00 5.53846e+00 8.14871e-02 2.14898e-01 8.84195e-02 1.91274e+00
5.09799e+00 5.53846e+00 9.04544e-02 2.42665e-01 1.05630e-01 1.77211e+00
5.11557e+00 5.53846e+00 1.02878e-01 2.77155e-01 1.24196e-01 1.64540e+00
5.13316e+00 5.53846e+00 1.19803e-01 3.19627e-01 1.43707e-01 1.53232e+00
5.15075e+00 5.53846e+00 1.42457e-01 3.71142e-01 1.63665e-01 1.43131e+00
5.16834e+00 5.53846e+00 1.72623e-01 4.32820e-01 1.83412e-01 1.34106e+00
5.18592e+00 5.53846e+00 2.12831e-01 5.05659e-01 2.02089e-01 1.26061e+00
5.20351e+00 5.53846e+00 2.66817e-01 5.90544e-01 2.18671e-01 1.18908e+00
5.22110e+00 5.53846e+00 3.39408e-01 6.88388e-01 2.32211e-01 1.12556e+00
5.23869e+00 5.53846e+00 4.35860e-01 8.01437e-01 2.42374e-01 1.06847e+00
5.25628e+00 5.53846e+00 5.62069e-01 9.32687e-01 2.49000e-01 1.01649e+00
5.27386e+00 5.53846e+00 7.24013e-01 1.08584e+00 2.52004e-01 9.68607e-01
5.29145e+00 5.53846e+00 9.27022e-01 1.26593e+00 2.51360e-01 9.23908e-01
5.30904e+00 5.53846e+00 1.17351e+00 1.47909e+00 2.47094e-01 8.81724e-01
5.32663e+00 5.53846e+00 1.46530e+00 1.73085e+00 2.39378e-01 8.41438e-01
5.34422e+00 5.53846e+00 1.80549e+00 2.02453e+00 2.28523e-01 8.02493e-01
5.36180e+00 5.53846e+00 2.19531e+00 2.36183e+00 2.14879e-01 7.64428e-01
5.37939e+00 5.53846e+00 2.63392e+00 2.74262e+00 1.98798e-01 7.26783e-01
5.39698e+00 5.53846e+00 3.11577e+00 3.16255e+00 1.80698e-01 6.89205e-01
5.41457e+00 5.53846e+00 3.63011e+00 3.61316e+00 1.61271e-01 6.51507e-01
5.43216e+00 5.53846e+00 4.16100e+00 4.08767e+00 1.42545e-01 6.14394e-01
